run_id,algo,features,seed,timesteps,train_status,train_seconds,savestate,episode,reward,steps,survived,eval_csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds1,0,-40.198318713344634,212,False,eval_grid_qrdqn_nature_s1_100k_ds0.csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds1,1,-40.198318713344634,212,False,eval_grid_qrdqn_nature_s1_100k_ds0.csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds1,2,-40.198318713344634,212,False,eval_grid_qrdqn_nature_s1_100k_ds0.csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds3,0,-81.65209622681141,45,False,eval_grid_qrdqn_nature_s1_100k_ds1.csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds3,1,-81.65209622681141,45,False,eval_grid_qrdqn_nature_s1_100k_ds1.csv
grid_qrdqn_nature_s1_100k,qrdqn,nature,1,100000,ok,2425,Super Mario 64 DS (USA) (Rev 1).ds3,2,-81.65209622681141,45,False,eval_grid_qrdqn_nature_s1_100k_ds1.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds1,0,-62.90600482095033,140,False,eval_grid_qrdqn_nature_s2_100k_ds0.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds1,1,-62.90600482095033,140,False,eval_grid_qrdqn_nature_s2_100k_ds0.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds1,2,-62.90600482095033,140,False,eval_grid_qrdqn_nature_s2_100k_ds0.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds3,0,-84.89516365528107,48,False,eval_grid_qrdqn_nature_s2_100k_ds1.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds3,1,-84.89516365528107,48,False,eval_grid_qrdqn_nature_s2_100k_ds1.csv
grid_qrdqn_nature_s2_100k,qrdqn,nature,2,100000,ok,2398,Super Mario 64 DS (USA) (Rev 1).ds3,2,-84.89516365528107,48,False,eval_grid_qrdqn_nature_s2_100k_ds1.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds1,0,-64.12599403783679,215,False,eval_grid_qrdqn_impala_s0_100k_ds0.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds1,1,-64.12599403783679,215,False,eval_grid_qrdqn_impala_s0_100k_ds0.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds1,2,-64.12599403783679,215,False,eval_grid_qrdqn_impala_s0_100k_ds0.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds3,0,-73.95637107267976,68,False,eval_grid_qrdqn_impala_s0_100k_ds1.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds3,1,-73.95637107267976,68,False,eval_grid_qrdqn_impala_s0_100k_ds1.csv
grid_qrdqn_impala_s0_100k,qrdqn,impala,0,100000,ok,3588,Super Mario 64 DS (USA) (Rev 1).ds3,2,-73.95637107267976,68,False,eval_grid_qrdqn_impala_s0_100k_ds1.csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds1,0,-69.8822815855965,226,False,eval_grid_qrdqn_impala_s1_100k_ds0.csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds1,1,-69.8822815855965,226,False,eval_grid_qrdqn_impala_s1_100k_ds0.csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds1,2,-69.8822815855965,226,False,eval_grid_qrdqn_impala_s1_100k_ds0.csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds3,0,43.462150452513015,450,True,eval_grid_qrdqn_impala_s1_100k_ds1.csv
grid_qrdqn_impala_s1_100k,qrdqn,impala,1,100000,ok,3573,Super Mario 64 DS (USA) (Rev 1).ds3,1,43.462150452513015,450,True,eval_grid_qrdqn_impala_s1_100k_ds1.csv
